Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,6MOY,AS,DEF1,DEF2,NBA1,NBA2,NBA3,MVP,DPOY,ROY,MIP,CPOY,HOF
1975-1976,Charlie Scott,82,2913.0,14.5,0.495,,0.256,3.6,8.5,6.0,16.9,1.6,0.4,,,3.3,3.1,6.4,0.106,-0.6,0.3,-0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Connie Hawkins,74,1907.0,14.3,0.497,,0.36,5.4,19.1,12.0,15.7,1.9,1.3,,,1.7,1.8,3.5,0.087,0.4,0.9,1.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Dave Bing,82,2945.0,16.0,0.511,,0.379,3.4,4.9,4.2,24.2,1.8,0.4,,,3.4,2.9,6.3,0.102,0.4,-0.5,-0.1,1.4,0,1,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Dave Cowens,78,3101.0,18.9,0.508,,0.261,10.6,29.0,19.8,15.1,1.4,1.2,,,5.0,5.6,10.7,0.165,2.2,1.3,3.4,4.3,0,1,1,0,0,1,0,0,0,0,0,0,1
1975-1976,Earl Monroe,76,2889.0,17.1,0.521,,0.263,1.7,8.1,4.9,16.3,1.8,0.4,,,5.1,2.1,7.2,0.119,1.6,-0.1,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Elvin Hayes,80,2975.0,18.4,0.501,,0.331,7.6,22.6,15.3,6.4,1.6,3.5,,,2.2,5.9,8.1,0.131,0.4,1.0,1.3,2.5,0,1,0,0,0,1,0,0,0,0,0,0,1
1975-1976,Gail Goodrich,75,2646.0,17.1,0.495,,0.262,3.5,4.2,3.9,23.4,2.1,0.3,,,3.5,1.5,5.1,0.092,0.8,-1.2,-0.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1975-1976,George McGinnis,77,2946.0,21.3,0.482,,0.414,8.5,23.1,15.9,18.7,3.0,0.7,,,3.1,5.5,8.5,0.139,2.1,1.1,3.3,3.9,0,1,0,0,1,0,0,0,0,0,0,0,1
1975-1976,Jamaal Wilkes,82,2716.0,16.8,0.499,,0.22,6.9,18.3,12.7,8.7,1.7,0.6,,,4.1,4.3,8.3,0.147,1.0,-0.3,0.8,1.9,0,1,0,1,0,0,0,0,0,0,0,0,1
1975-1976,Jo Jo White,82,3257.0,14.6,0.484,,0.17,1.8,7.6,4.7,19.9,1.5,0.3,,,4.3,3.2,7.4,0.109,0.4,0.0,0.4,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1975-1976,John Havlicek,76,2598.0,15.5,0.508,,0.297,4.4,7.5,5.9,15.3,1.7,0.6,,,4.7,2.7,7.4,0.137,1.1,0.5,1.6,2.3,0,1,1,0,0,1,0,0,0,0,0,0,1
1975-1976,Kareem Abdul-Jabbar,82,3379.0,27.2,0.567,,0.368,8.0,30.5,19.6,19.4,1.6,4.9,,,9.8,7.2,17.0,0.242,5.5,3.0,8.5,9.0,0,1,0,1,1,0,0,1,0,0,0,0,1
1975-1976,Nate Thurmond,78,1393.0,12.0,0.442,,0.365,8.2,23.0,15.3,8.9,0.7,3.9,,,0.2,2.2,2.4,0.082,-1.7,1.6,-0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Paul Westphal,82,2960.0,19.9,0.551,,0.331,2.7,6.7,4.8,23.3,3.2,0.7,,,6.3,3.2,9.6,0.155,2.3,0.8,3.1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Pete Maravich,62,2373.0,20.5,0.524,,0.371,1.9,10.7,6.3,23.8,1.6,0.5,,,4.8,2.3,7.1,0.144,2.9,-0.4,2.5,2.7,0,0,0,0,1,0,0,0,0,0,0,0,1
1975-1976,Rick Barry,81,3122.0,18.3,0.483,,0.192,2.3,12.8,7.6,22.6,2.9,0.4,,,4.6,5.1,9.6,0.148,1.3,1.3,2.6,3.6,0,1,0,0,1,0,0,0,0,0,0,0,1
1975-1976,Roger Brown,29,454.0,8.0,0.45,,0.25,10.5,19.2,14.8,3.2,0.6,2.9,,,0.0,0.4,0.4,0.038,-3.2,0.1,-3.1,-0.1,0,1,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Walt Frazier,59,2427.0,17.7,0.527,,0.233,3.3,13.8,8.5,21.4,2.0,0.2,,,4.4,2.4,6.8,0.134,1.9,0.6,2.5,2.8,0,1,0,0,0,0,0,0,0,0,0,0,1
1975-1976,Wes Unseld,78,2922.0,16.2,0.574,,0.344,10.0,26.3,18.4,18.5,1.3,1.1,,,4.3,5.2,9.5,0.156,2.0,2.0,4.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Adrian Dantley,77,2816.0,18.3,0.601,,0.556,8.9,12.1,10.5,7.7,1.4,0.3,,,8.2,1.6,9.8,0.167,2.7,-1.1,1.6,2.5,0,0,0,0,0,0,0,0,0,1,0,0,1
1976-1977,Alex English,60,648.0,14.8,0.511,,0.217,10.8,16.1,13.4,5.3,1.2,1.4,,,0.8,0.4,1.2,0.09,-0.1,-1.6,-1.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Artis Gilmore,82,2877.0,21.6,0.566,,0.537,11.2,27.7,19.4,11.1,0.7,3.9,,,6.7,5.5,12.2,0.203,2.9,1.3,4.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Bill Bradley,67,1027.0,9.5,0.492,,0.153,2.8,7.6,5.3,15.5,1.1,0.4,,,0.3,0.5,0.8,0.038,-2.1,-0.3,-2.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Bill Walton,65,2264.0,22.9,0.563,,0.352,9.8,32.3,21.2,15.4,1.3,5.0,,,5.4,4.8,10.2,0.215,4.3,2.3,6.7,5.0,0,1,1,0,0,1,0,0,0,0,0,0,1
1976-1977,Bob Dandridge,70,2501.0,17.5,0.514,,0.293,6.0,12.2,9.1,15.4,1.7,0.6,,,4.2,1.2,5.4,0.104,1.9,-1.1,0.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Bob Lanier,64,2446.0,23.0,0.573,,0.251,8.5,23.1,15.8,12.9,1.3,2.7,,,7.5,2.8,10.3,0.203,5.1,0.3,5.4,4.6,0,1,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Bob McAdoo,72,2798.0,21.8,0.557,,0.357,7.5,26.6,17.2,11.5,1.2,1.8,,,5.8,3.8,9.6,0.164,3.1,0.1,3.2,3.7,0,1,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Bobby Jones,82,2419.0,21.1,0.605,,0.374,7.5,20.8,14.3,15.6,3.3,3.4,,,5.5,5.5,11.0,0.219,3.3,3.6,7.0,5.5,0,1,1,0,0,0,0,0,0,0,0,0,1
1976-1977,Calvin Murphy,82,2764.0,17.4,0.542,,0.252,2.2,4.5,3.4,20.6,2.5,0.2,,,6.6,1.1,7.7,0.134,1.6,-0.5,1.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Charlie Scott,43,1581.0,14.1,0.482,,0.236,3.3,8.6,5.9,18.6,1.7,0.4,,,0.8,1.7,2.5,0.075,-0.7,0.3,-0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Dan Issel,79,2507.0,21.2,0.578,,0.435,8.8,19.3,14.2,11.0,1.6,0.6,,,7.1,3.8,10.9,0.208,3.1,-0.4,2.7,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Dave Bing,64,1516.0,15.3,0.503,,0.295,3.7,5.9,4.8,25.5,1.8,0.2,,,1.6,1.3,2.9,0.092,0.1,-0.4,-0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Dave Cowens,50,1888.0,16.8,0.485,,0.262,7.7,28.3,18.1,18.8,1.1,1.3,,,1.1,3.3,4.4,0.113,0.8,1.7,2.6,2.2,0,1,0,0,0,0,0,0,0,0,0,0,1
1976-1977,David Thompson,82,3001.0,19.8,0.559,,0.383,4.8,6.5,5.7,17.7,1.6,0.9,,,7.6,3.1,10.7,0.172,3.1,-0.6,2.5,3.4,0,1,0,0,1,0,0,0,0,0,0,0,1
1976-1977,Dennis Johnson,81,1667.0,16.7,0.541,,0.507,9.5,9.1,9.3,10.6,3.3,1.8,,,2.2,2.3,4.5,0.13,1.0,1.7,2.6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Earl Monroe,77,2656.0,18.1,0.569,,0.309,1.8,6.9,4.4,19.8,1.5,0.4,,,6.2,1.6,7.8,0.141,2.3,-0.6,1.7,2.5,0,1,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Elvin Hayes,82,3364.0,19.8,0.544,,0.405,9.0,22.1,15.7,7.1,1.2,3.3,,,6.6,5.5,12.1,0.173,2.1,0.8,2.8,4.1,0,1,0,0,1,0,0,0,0,0,0,0,1
1976-1977,Gail Goodrich,27,609.0,16.1,0.496,,0.279,4.0,5.6,4.8,18.8,1.6,0.2,,,0.7,0.4,1.2,0.091,0.7,-1.0,-0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,George Gervin,82,2705.0,21.4,0.604,,0.399,5.2,12.0,8.6,13.1,1.7,1.9,,,8.7,1.8,10.5,0.187,3.9,-0.4,3.5,3.8,0,1,0,0,0,1,0,0,0,0,0,0,1
1976-1977,George McGinnis,79,2769.0,20.8,0.503,,0.379,12.4,20.1,16.5,16.8,2.6,0.7,,,3.7,4.9,8.6,0.149,2.0,0.2,2.2,2.9,0,1,0,0,0,1,0,0,0,0,0,0,1
1976-1977,Jamaal Wilkes,76,2579.0,16.8,0.523,,0.27,6.0,16.7,11.3,11.2,2.2,0.3,,,4.3,2.9,7.3,0.135,1.2,-0.2,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1976-1977,Jo Jo White,82,3333.0,14.9,0.486,,0.257,2.6,8.6,5.6,21.7,1.6,0.3,,,3.2,3.4,6.5,0.094,0.3,0.1,0.4,2.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1976-1977,John Havlicek,79,2913.0,14.7,0.495,,0.224,3.7,9.1,6.4,20.4,1.3,0.3,,,3.3,2.8,6.1,0.1,0.5,0.0,0.6,1.9,0,1,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Julius Erving,82,2940.0,20.9,0.553,,0.375,6.9,16.2,11.8,15.9,2.4,1.9,,,6.8,4.8,11.5,0.188,3.3,1.3,4.5,4.8,0,1,0,0,0,1,0,0,0,0,0,0,1
1976-1977,Kareem Abdul-Jabbar,82,3016.0,27.8,0.608,,0.35,9.2,27.2,18.4,16.8,1.5,4.4,,,11.9,5.9,17.8,0.283,6.8,2.6,9.4,8.7,0,1,0,1,1,0,0,1,0,0,0,0,1
1976-1977,Louie Dampier,80,1634.0,10.4,0.486,,0.17,1.4,3.4,2.4,18.0,1.3,0.4,,,1.0,0.2,1.2,0.035,-1.1,-1.5,-2.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Moses Malone,82,2506.0,19.8,0.54,,0.543,19.8,26.7,23.4,4.8,1.3,3.9,,,5.4,3.3,8.7,0.167,2.4,-0.5,1.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Nate Thurmond,49,997.0,14.3,0.458,,0.431,11.9,26.7,19.1,10.8,0.8,4.4,,,0.5,1.8,2.3,0.113,-1.0,2.0,1.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Paul Westphal,81,2600.0,21.4,0.571,,0.333,2.4,5.5,3.9,29.4,2.3,0.4,,,6.9,2.7,9.6,0.178,3.9,0.1,4.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1976-1977,Pete Maravich,73,3041.0,19.8,0.492,,0.293,2.9,8.9,6.0,22.3,1.2,0.4,,,4.2,2.2,6.4,0.101,2.7,-1.6,1.1,2.4,0,1,0,0,1,0,0,0,0,0,0,0,1
1976-1977,Rick Barry,79,2904.0,19.3,0.5,,0.253,2.5,12.2,7.3,23.2,2.6,1.0,,,5.1,3.3,8.4,0.139,2.4,0.5,2.9,3.6,0,1,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Robert Parish,77,1384.0,19.3,0.538,,0.298,14.6,25.1,19.8,7.3,1.8,3.5,,,2.5,2.3,4.8,0.167,0.7,0.3,1.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Roger Brown,43,322.0,8.7,0.445,,0.464,10.0,19.0,14.5,4.2,2.1,2.9,,,-0.2,0.4,0.2,0.029,-4.2,1.0,-3.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Walt Frazier,76,2687.0,16.6,0.535,,0.309,2.1,9.2,5.7,20.6,2.2,0.2,,,3.8,2.3,6.1,0.108,0.8,0.1,0.9,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-1977,Wes Unseld,82,2860.0,12.8,0.513,,0.301,8.9,22.3,15.8,15.9,1.4,0.8,,,2.1,4.1,6.2,0.103,0.3,1.7,2.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Adrian Dantley,79,2933.0,20.9,0.595,,0.603,9.2,12.0,10.6,11.8,1.8,0.4,13.8,21.7,9.6,2.5,12.2,0.199,3.9,-0.4,3.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Alex English,82,1552.0,17.4,0.568,,0.226,9.6,17.4,13.4,11.4,1.2,1.8,16.4,20.3,2.7,1.3,4.0,0.123,1.1,-0.5,0.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Artis Gilmore,82,3067.0,23.5,0.604,,0.531,11.3,26.6,19.0,14.0,0.6,3.2,19.1,25.3,7.8,3.7,11.5,0.18,3.8,0.3,4.1,4.7,0,1,0,1,0,0,0,0,0,0,0,0,1
1977-1978,Bernard King,79,3092.0,17.3,0.511,,0.277,7.9,16.0,11.8,9.9,1.7,0.6,14.3,26.0,2.6,3.3,5.9,0.092,1.0,-0.9,0.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Bill Walton,58,1929.0,24.8,0.554,,0.279,6.5,34.2,20.7,22.8,1.4,4.1,17.2,24.5,3.6,4.8,8.4,0.209,4.4,3.7,8.1,4.9,0,1,1,0,1,0,0,1,0,0,0,0,1
1977-1978,Bob Dandridge,75,2777.0,16.1,0.528,,0.352,4.9,10.9,7.9,14.7,1.6,0.8,14.9,21.9,4.2,2.6,6.8,0.118,0.8,0.3,1.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Bob Lanier,63,2311.0,24.8,0.58,,0.333,9.1,23.1,16.2,14.9,1.6,2.1,14.5,25.7,7.0,3.1,10.1,0.209,4.7,0.7,5.4,4.3,0,1,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Bob McAdoo,79,3182.0,22.0,0.567,,0.412,7.8,24.7,16.4,13.4,1.4,2.0,15.8,26.1,6.9,4.0,10.9,0.165,2.9,0.1,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Bobby Jones,75,2440.0,19.8,0.616,,0.364,7.2,19.2,13.4,14.5,2.5,2.6,18.0,16.9,5.3,3.6,8.9,0.175,2.7,2.0,4.7,4.1,0,1,1,0,0,0,0,0,0,0,0,0,1
1977-1978,Calvin Murphy,76,2900.0,19.5,0.525,,0.154,2.0,4.0,3.0,14.9,1.8,0.1,8.5,27.9,7.5,-0.1,7.4,0.122,2.6,-1.3,1.3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Charlie Scott,79,2473.0,12.3,0.48,,0.262,2.6,7.5,5.1,20.6,2.0,0.3,17.7,21.2,0.4,2.0,2.4,0.046,-1.6,-0.3,-1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Dan Issel,82,2851.0,21.5,0.571,,0.425,9.5,20.1,14.9,16.1,1.6,0.7,14.5,23.9,7.9,3.1,11.1,0.186,3.4,-0.4,3.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Dave Bing,80,2256.0,13.4,0.508,,0.315,3.5,6.0,4.8,19.2,1.6,0.4,16.8,22.1,2.0,1.6,3.6,0.076,-0.7,-0.6,-1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Dave Cowens,77,3215.0,18.6,0.533,,0.233,8.0,25.6,17.0,15.7,1.4,1.1,13.9,18.8,6.1,4.8,10.8,0.162,2.1,1.3,3.4,4.4,0,1,0,0,0,0,0,0,0,0,0,0,1
1977-1978,David Thompson,80,3025.0,23.2,0.578,,0.422,5.5,7.7,6.6,19.3,1.3,1.7,11.5,26.8,10.8,1.9,12.7,0.202,5.5,-0.7,4.8,5.2,0,1,0,0,1,0,0,0,0,0,0,0,1
1977-1978,Dennis Johnson,81,2209.0,15.6,0.486,,0.461,6.7,6.8,6.8,14.8,2.4,1.2,13.4,21.1,2.9,2.9,5.8,0.127,0.7,1.1,1.8,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Earl Monroe,76,2369.0,16.9,0.541,,0.259,2.1,5.8,4.0,21.2,1.1,0.4,12.5,22.9,5.0,0.7,5.8,0.117,1.6,-1.7,-0.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Elvin Hayes,81,3246.0,17.1,0.489,,0.365,10.2,22.7,16.4,6.5,1.3,2.4,12.3,21.6,3.5,4.8,8.3,0.123,0.4,0.1,0.6,2.1,0,1,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Gail Goodrich,81,2553.0,16.2,0.545,,0.316,2.9,3.8,3.3,21.8,1.4,0.4,14.6,20.8,4.9,1.4,6.3,0.118,1.1,-0.8,0.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,George Gervin,82,2857.0,24.7,0.594,,0.377,4.5,10.6,7.7,16.1,2.1,1.9,14.0,29.5,9.2,2.7,12.0,0.201,4.8,0.0,4.8,4.9,0,1,0,0,1,0,0,0,0,0,0,0,1
1977-1978,George McGinnis,78,2533.0,20.3,0.521,,0.452,11.7,20.4,16.2,17.0,2.4,0.5,17.0,27.4,4.1,3.8,7.9,0.15,2.0,-0.2,1.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Jack Sikma,82,2238.0,13.5,0.509,,0.328,8.5,22.9,15.4,8.3,1.4,1.0,17.8,17.8,1.7,3.6,5.4,0.115,-1.4,0.5,-0.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Jamaal Wilkes,51,1490.0,16.1,0.475,,0.235,8.0,17.7,13.0,16.1,2.3,0.7,13.3,21.0,1.3,2.0,3.3,0.106,0.5,0.6,1.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Jo Jo White,46,1641.0,11.9,0.458,,0.174,3.4,7.7,5.6,18.1,1.4,0.2,13.6,20.3,0.6,1.1,1.7,0.049,-1.1,-0.7,-1.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,John Havlicek,82,2797.0,14.3,0.495,,0.221,3.5,8.5,6.0,17.1,1.5,0.4,13.3,21.3,2.9,2.1,5.1,0.087,0.2,-0.4,-0.2,1.3,0,1,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Julius Erving,74,2429.0,21.7,0.555,,0.297,7.7,12.2,10.0,17.3,2.5,2.0,14.7,25.1,6.0,3.1,9.1,0.179,4.0,0.7,4.8,4.1,0,1,0,0,1,0,0,0,0,0,0,0,1
1977-1978,Kareem Abdul-Jabbar,62,2265.0,29.2,0.589,,0.29,8.7,26.8,18.1,18.3,2.1,4.1,13.3,27.0,7.7,4.4,12.1,0.257,6.5,2.9,9.3,6.5,0,0,0,1,0,1,0,0,0,0,0,0,1
1977-1978,Louie Dampier,82,2037.0,13.7,0.531,,0.153,1.3,4.8,3.1,17.6,1.9,0.3,11.9,15.2,3.0,1.0,4.0,0.094,0.2,-0.4,-0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Moses Malone,59,2107.0,21.2,0.559,,0.535,18.6,26.2,22.3,2.1,1.1,1.9,17.7,23.5,4.4,1.7,6.1,0.139,2.4,-2.6,-0.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Paul Westphal,80,2481.0,23.8,0.565,,0.311,1.7,5.2,3.4,28.5,2.4,0.6,13.6,30.9,6.9,2.9,9.8,0.19,4.7,0.0,4.7,4.2,0,1,0,0,0,1,0,0,0,0,0,0,1
1977-1978,Pete Maravich,50,2041.0,17.6,0.492,,0.22,2.3,6.0,4.2,26.1,2.2,0.2,15.3,30.1,1.3,1.7,2.9,0.069,1.1,-1.2,-0.1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1977-1978,Rick Barry,82,3024.0,20.9,0.509,,0.243,2.5,12.8,7.5,22.6,2.4,0.8,10.7,27.1,5.9,3.8,9.7,0.154,2.9,0.7,3.6,4.3,0,1,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Robert Parish,82,1969.0,17.2,0.499,,0.29,10.7,24.7,17.5,7.0,1.8,3.4,16.4,24.5,0.4,3.6,4.0,0.098,-1.4,0.4,-1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Walt Frazier,51,1664.0,17.5,0.52,,0.252,3.3,9.5,6.4,18.5,2.1,0.4,12.5,21.6,2.8,1.8,4.6,0.132,1.1,0.7,1.9,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1977-1978,Wes Unseld,80,2644.0,14.4,0.535,,0.352,10.6,25.2,17.9,15.3,1.6,0.8,23.4,10.5,2.8,3.9,6.8,0.123,1.0,2.0,2.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Adrian Dantley,60,1775.0,18.4,0.589,,0.467,8.5,12.2,10.5,10.3,1.6,0.3,14.9,23.4,4.0,1.6,5.7,0.153,1.7,-1.2,0.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Alex English,81,2696.0,17.6,0.54,,0.209,9.7,15.3,12.5,14.4,1.2,1.5,14.0,20.3,4.3,2.6,7.0,0.124,2.1,0.0,2.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Artis Gilmore,82,3265.0,22.3,0.619,,0.448,9.9,25.0,17.5,12.9,0.7,2.6,16.5,23.0,8.6,4.1,12.7,0.186,3.4,0.7,4.1,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Bernard King,82,2859.0,17.9,0.542,,0.455,8.9,16.0,12.3,16.4,1.8,0.7,16.5,25.6,2.8,3.6,6.5,0.109,1.6,-0.2,1.3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Bob Dandridge,78,2629.0,19.0,0.553,,0.318,4.3,12.9,8.6,19.1,1.2,1.1,13.4,24.1,5.8,2.8,8.7,0.158,2.6,0.4,3.0,3.4,0,1,1,0,0,1,0,0,0,0,0,0,1
1978-1979,Bob Lanier,53,1835.0,21.7,0.564,,0.386,9.0,19.3,14.0,11.4,1.2,2.1,13.6,26.7,4.0,1.9,5.9,0.155,3.2,-0.2,3.0,2.3,0,1,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Bob McAdoo,60,2231.0,20.4,0.561,,0.399,6.3,19.1,12.7,11.5,1.5,1.6,14.1,27.1,3.5,2.3,5.8,0.125,2.4,-0.2,2.3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Bobby Jones,80,2304.0,16.7,0.584,,0.393,9.4,14.4,12.0,11.8,2.1,2.2,16.7,16.8,3.9,3.8,7.7,0.16,1.2,1.6,2.8,2.8,0,0,1,0,0,0,0,0,0,0,0,0,1
1978-1979,Calvin Murphy,82,2941.0,16.1,0.539,,0.186,2.9,3.5,3.2,17.0,1.8,0.1,10.8,23.2,6.1,0.7,6.8,0.112,0.9,-1.0,-0.1,1.4,0,1,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Charlie Scott,79,2617.0,9.8,0.499,,0.252,2.2,6.2,4.2,22.0,1.4,0.6,21.2,17.7,0.0,1.9,1.9,0.035,-2.3,-0.8,-3.1,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Dan Issel,81,2742.0,18.3,0.568,,0.407,9.2,18.8,14.0,13.3,1.0,0.9,12.3,19.5,6.7,3.1,9.8,0.172,2.5,-0.1,2.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Dave Cowens,68,2517.0,15.2,0.516,,0.185,6.7,22.2,14.4,13.7,1.4,1.1,13.7,19.6,2.4,2.4,4.8,0.091,0.1,0.2,0.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,David Thompson,76,2670.0,19.9,0.567,,0.431,4.3,6.4,5.4,13.3,1.2,1.6,10.4,25.9,7.4,2.1,9.5,0.171,3.7,-0.6,3.1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Dennis Johnson,80,2717.0,15.0,0.495,,0.353,5.6,8.8,7.2,14.5,1.7,1.9,13.0,21.3,2.8,3.8,6.6,0.116,0.6,0.9,1.5,2.4,0,1,1,0,0,0,0,0,0,0,0,0,1
1978-1979,Earl Monroe,64,1393.0,15.4,0.513,,0.22,2.0,3.7,2.9,19.6,1.6,0.2,11.3,24.3,1.9,0.5,2.5,0.085,0.3,-1.4,-1.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Elvin Hayes,82,3105.0,19.1,0.523,,0.362,10.3,22.0,16.2,6.3,1.1,3.0,12.1,23.9,4.5,4.9,9.4,0.146,1.0,0.2,1.2,2.5,0,1,0,0,1,0,0,0,0,0,0,0,1
1978-1979,Gail Goodrich,74,2130.0,13.1,0.499,,0.24,3.2,5.1,4.2,23.5,1.9,0.3,16.4,20.1,1.1,1.0,2.2,0.049,-1.1,-1.1,-2.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,George Gervin,80,2888.0,23.2,0.591,,0.326,5.4,9.0,7.3,11.5,2.1,1.6,12.5,30.0,8.1,3.2,11.4,0.189,4.0,-0.3,3.7,4.1,0,1,0,0,1,0,0,0,0,0,0,0,1
1978-1979,George McGinnis,76,2552.0,20.6,0.533,,0.601,10.6,24.6,17.7,16.9,2.3,1.1,17.7,29.5,2.8,4.4,7.1,0.134,1.5,0.6,2.1,2.6,0,1,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Jack Sikma,82,2958.0,16.3,0.529,,0.391,8.2,27.8,18.0,12.2,1.3,1.2,17.3,19.4,3.1,5.7,8.8,0.143,0.0,1.3,1.2,2.4,0,1,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Jamaal Wilkes,82,2915.0,16.4,0.544,,0.291,6.5,15.7,11.4,10.3,2.1,0.5,13.8,22.3,3.4,3.4,6.9,0.113,0.2,-0.4,-0.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Jo Jo White,76,2338.0,11.2,0.483,,0.174,2.0,7.5,4.7,20.3,1.6,0.2,17.8,20.1,-0.3,1.4,1.1,0.023,-1.9,-1.0,-3.0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1978-1979,Julius Erving,78,2802.0,20.1,0.538,,0.344,7.7,13.1,10.5,19.6,2.1,1.9,15.8,27.7,3.6,4.4,7.9,0.136,2.9,0.6,3.5,3.9,0,1,0,0,0,0,0,0,0,0,0,0,1
